,year,artist.inverted,track,time,date.entered,date.peaked,week,rank,gap_week,total_time_s,date.entered.year,date.entered.month,date.entered.day,date.entered.quarter,date.peaked.year,date.peaked.month,date.peaked.day,date.peaked.quarter,genre_Electronica,genre_Gospel,genre_Jazz,genre_Latin,genre_Pop,genre_R&B,genre_Rap,genre_Reggae,genre_Rock
2225,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,8,16,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
2542,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,9,16,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
2859,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,10,18,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
3176,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,11,17,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
3493,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,12,14,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
3810,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,13,1,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
4127,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,14,1,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
4444,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,15,1,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
4761,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,16,2,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
5078,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,17,2,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
5395,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,18,3,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
5712,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,19,5,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
6029,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,20,5,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
6346,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,21,5,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
6663,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,22,7,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
6980,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,23,10,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
7297,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,24,13,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
7614,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,25,14,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
7931,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,26,18,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
8248,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,27,23,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
8565,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,28,23,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
8882,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,29,34,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
9199,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,30,37,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
9516,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,31,43,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
9833,2000,Destiny's Child,Say My Name,4:31,1999-12-25,2000-03-18,32,47,False,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
7,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,1,63,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
324,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,2,45,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
641,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,3,34,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
958,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,4,23,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
1275,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,5,17,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
1592,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,6,12,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
1909,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,7,9,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
2226,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,8,8,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
2543,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,9,8,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
2860,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,10,6,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
3177,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,11,5,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
3494,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,12,4,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
3811,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,13,1,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
4128,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,14,1,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
4445,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,15,1,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
4762,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,16,3,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
5079,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,17,11,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
5396,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,18,14,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
5713,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,19,24,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
6030,2000,Enrique Iglesias,Be With You,3:36,2000-04-01,2000-06-24,20,28,False,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
8,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,1,77,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
325,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,2,66,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
642,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,3,61,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
959,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,4,61,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
1276,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,5,61,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
1593,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,6,55,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
1910,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,7,2,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
2227,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,8,1,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
2544,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,9,1,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
2861,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,10,2,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
3178,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,11,2,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
3495,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,12,4,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
3812,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,13,5,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
4129,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,14,5,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
4446,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,15,7,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
4763,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,16,8,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
5080,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,17,10,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
5397,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,18,10,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
5714,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,19,9,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
6031,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,20,14,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
6348,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,21,17,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
6665,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,22,20,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
6982,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,23,25,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
7299,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,24,31,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
7616,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,25,32,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
7933,2000,Sisqo,Incomplete,3:52,2000-06-24,2000-08-12,26,46,False,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
9,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,1,81,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
326,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,2,54,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
643,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,3,44,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
960,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,4,39,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
1277,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,5,38,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
1594,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,6,33,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
1911,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,7,29,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
2228,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,8,29,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
2545,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,9,32,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
2862,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,10,27,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
3179,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,11,26,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
3496,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,12,24,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
3813,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,13,27,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
4130,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,14,32,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
4447,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,15,33,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
4764,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,16,35,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
5081,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,17,35,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
5398,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,18,40,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
5715,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,19,43,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
6032,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,20,50,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
9202,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,30,45,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
9519,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,31,45,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
9836,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,32,45,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
10153,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,33,23,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
10470,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,34,17,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
10787,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,35,14,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
11104,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,36,17,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
11421,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,37,18,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
11738,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,38,18,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
12055,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,39,3,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
12372,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,40,1,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
12689,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,41,1,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
13006,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,42,2,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
13323,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,43,3,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
13640,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,44,4,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
13957,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,45,4,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
14274,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,46,5,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
14591,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,47,6,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
14908,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,48,8,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
15225,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,49,9,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
15542,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,50,10,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
15859,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,51,12,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
16176,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,52,15,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
16493,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,53,20,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
16810,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,54,22,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
17127,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,55,22,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
17444,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,56,25,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
17761,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,57,26,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
18078,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,58,31,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
18395,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,59,32,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
18712,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,60,37,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
19029,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,61,42,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
19346,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,62,42,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
19663,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,63,45,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
19980,2000,Lonestar,Amazed,4:25,1999-06-05,2000-03-04,64,50,False,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
10,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,1,82,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
327,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,2,70,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
644,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,3,51,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
961,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,4,39,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
1278,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,5,26,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
1595,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,6,19,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
1912,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,7,15,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
2229,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,8,9,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
2546,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,9,7,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
2863,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,10,7,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
3180,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,11,5,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
3497,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,12,4,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
3814,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,13,1,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
4131,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,14,1,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
4448,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,15,3,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
4765,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,16,4,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
5082,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,17,6,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
5399,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,18,10,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
5716,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,19,13,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
6033,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,20,15,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
6350,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,21,18,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
6667,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,22,23,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
6984,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,23,28,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
7301,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,24,38,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
7618,2000,N'Sync,It's Gonna Be Me,3:10,2000-05-06,2000-07-29,25,48,False,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
11,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,1,71,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
328,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,2,51,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
645,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,3,28,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
962,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,4,18,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
1279,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,5,13,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
1596,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,6,13,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
1913,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,7,11,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
2230,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,8,1,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
2547,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,9,1,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
2864,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,10,2,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
3181,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,11,2,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
3498,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,12,3,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
3815,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,13,3,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
4132,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,14,4,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
4449,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,15,12,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
4766,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,16,11,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
5083,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,17,13,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
5400,2000,Christina Aguilera,What A Girl Wants,3:18,1999-11-27,2000-01-15,18,15,False,198,1999,11,27,4,2000,1,15,1,0,0,0,0,0,0,0,0,1
